5,0.0002,7.00E-03,0.005,0.01,0,0,1,0.001
5,0.0002,7.00E-03,0.05,0.2,0,0,0,0.001
2,0.00001,7.00E-03,0.04,0.01,100,0,1,0.001
1,0.00001,7.00E-03,1.00E-03,0.1,0,0.0002,1,0.001
1,0.00001,7.00E-03,2.00E-03,0.1,0,0.0002,0,0.001
10,0.0002,7.00E-03,0.05,0.02,0,0,1,0.001
